Account Number,Account Name,Symbol,Description,Quantity,Last Price,Last Price Change,Current Value,Today's Gain/Loss Dollar,Today's Gain/Loss Percent,Total Gain/Loss Dollar,Total Gain/Loss Percent,Percent Of Account,Cost Basis Total,Average Cost Basis,Type
Y39614827,Joint WROS - TOD,ATO,ATMOS ENERGY CORP COM NPV,7.1361,$187.07,+$0.28,"$1,334.95",+$1.99,+0.14%,+$327.38,+32.49%,0.19%,"$1,007.57",$141.19,Cash
Y39614827,Joint WROS - TOD,SLB,SLB LIMITED TRADING,17.1813,$51.27,-$0.07,$880.88,-$1.21,-0.14%,+$321.03,+57.34%,0.13%,$559.85,$32.59,Cash
Y39614827,Joint WROS - TOD,MMM,3M CO,10.5642,$161.46,-$3.86,"$1,705.69",-$40.78,-2.34%,+$318.94,+22.99%,0.24%,"$1,386.75",$131.27,Cash
Y39614827,Joint WROS - TOD,VST,VISTRA CORP COM,6.2279,$165.99,-$7.90,"$1,033.76",-$49.20,-4.55%,+$318.07,+44.44%,0.15%,$715.69,$114.92,Cash
Y39614827,Joint WROS - TOD,MNST,MONSTER BEVERAGE CORP NEW COM,13.8966,$81.06,-$4.24,"$1,126.46",-$58.93,-4.98%,+$313.37,+38.54%,0.16%,$813.09,$58.51,Cash
Y39614827,Joint WROS - TOD,DTE,DTE ENERGY CO,11.6158,$147.65,-$0.59,"$1,715.07",-$6.86,-0.40%,+$307.03,+21.80%,0.25%,"$1,408.04",$121.22,Cash
Y39614827,Joint WROS - TOD,BAC,BANK AMERICA CORP COM,63.6241,$49.81,-$0.02,"$3,169.11",-$1.28,-0.05%,+$306.98,+10.72%,0.45%,"$2,862.13",$44.98,Cash
Y39614827,Joint WROS - TOD,IBM,INTERNATIONAL BUS MACH CORP COM USD0.20,13.8420,$239.37,-$0.84,"$3,313.36",-$11.63,-0.35%,+$298.79,+9.91%,0.48%,"$3,014.57",$217.78,Cash
Y39614827,Joint WROS - TOD,SNOW,SNOWFLAKE INC. COMMON STOCK,6.8015,$170.33,+$1.92,"$1,158.50",+$13.06,+1.14%,+$293.42,+33.91%,0.17%,$865.07,$127.19,Cash
Y39614827,Joint WROS - TOD,LOW,LOWES COMPANIES INC COM USD0.50,8.8638,$257.17,-$7.40,"$2,279.50",-$65.60,-2.80%,+$290.20,+14.58%,0.33%,"$1,989.30",$224.43,Cash
Y39614827,Joint WROS - TOD,LRCX,LAM RESEARCH CORP COM NEW,6.5283,$231.00,-$2.89,"$1,508.05",-$18.87,-1.24%,+$281.54,+22.95%,0.22%,"$1,226.51",$187.87,Cash
Y39614827,Joint WROS - TOD,F,FORD MTR CO DEL COM,82.0346,$13.39,-$0.70,"$1,098.44",-$57.43,-4.97%,+$280.47,+34.28%,0.16%,$817.98,$9.97,Cash
Y39614827,Joint WROS - TOD,AZO,AUTOZONE INC COM USD0.01,0.3619,$3882.47,+$126.89,"$1,405.17",+$45.92,+3.37%,+$278.92,+24.76%,0.20%,"$1,126.24",$3111.79,Cash
Y39614827,Joint WROS - TOD,TXN,TEXAS INSTRUMENTS INC COM USD1.00,8.5360,$209.82,-$2.29,"$1,791.03",-$19.55,-1.08%,+$278.05,+18.37%,0.26%,"$1,512.98",$177.25,Cash
Y39614827,Joint WROS - TOD,NEE,NEXTERA ENERGY INC COM USD0.01,14.0127,$92.71,-$1.06,"$1,299.11",-$14.86,-1.14%,+$274.12,+26.74%,0.19%,"$1,024.99",$73.15,Cash
Y39614827,Joint WROS - TOD,CDNS,CADENCE DESIGN SYSTEMS INC COM USD0.01,5.2172,$303.36,+$1.96,"$1,582.69",+$10.22,+0.65%,+$273.83,+20.92%,0.23%,"$1,308.87",$250.87,Cash
Y39614827,Joint WROS - TOD,DUK,DUKE ENERGY CORP NEW COM NEW ISIN #US26441C2044 SEDOL #B7JZSK0,15.1327,$131.63,+$0.78,"$1,991.91",+$11.80,+0.59%,+$268.38,+15.57%,0.29%,"$1,723.53",$113.89,Cash
Y39614827,Joint WROS - TOD,TRV,TRAVELERS COMPANIES INC COM STK NPV,4.1041,$310.67,+$2.03,"$1,275.02",+$8.33,+0.65%,+$266.34,+26.40%,0.18%,"$1,008.68",$245.77,Cash
Y39614827,Joint WROS - TOD,BMY,BRISTOL-MYERS SQUIBB CO COM,17.5910,$62.34,-$0.03,"$1,096.62",-$0.53,-0.05%,+$259.95,+31.06%,0.16%,$836.67,$47.56,Cash
Y39614827,Joint WROS - TOD,LNG,CHENIERE ENERGY INC COM USD0.003,4.1724,$248.93,+$13.20,"$1,038.64",+$55.07,+5.59%,+$256.28,+32.75%,0.15%,$782.36,$187.51,Cash
Y39614827,Joint WROS - TOD,UAL,UNITED AIRLS HLDGS INC COM,6.8288,$103.21,-$3.09,$704.80,-$21.10,-2.91%,+$255.40,+56.83%,0.10%,$449.40,$65.81,Cash
Y39614827,Joint WROS - TOD,IFF,INTERNATIONAL FLAVORS &FRAGRANCES COM USD0.125,14.1083,$80.75,-$1.48,"$1,139.24",-$20.88,-1.80%,+$254.65,+28.78%,0.16%,$884.59,$62.70,Cash
Y39614827,Joint WROS - TOD,CL,COLGATE-PALMOLIVE CO COM,13.3435,$97.30,-$1.84,"$1,298.32",-$24.56,-1.86%,+$252.99,+24.20%,0.19%,"$1,045.33",$78.34,Cash
Y39614827,Joint WROS - TOD,PFE,PFIZER INC,77.5822,$27.26,-$0.39,"$2,114.88",-$30.26,-1.42%,+$251.39,+13.49%,0.30%,"$1,863.50",$24.02,Cash
Y39614827,Joint WROS - TOD,CRWD,CROWDSTRIKE HLDGS INC CL A,3.9471,$384.86,+$12.88,"$1,519.06",+$50.83,+3.46%,+$244.85,+19.21%,0.22%,"$1,274.21",$322.83,Cash
Y39614827,Joint WROS - TOD,DLR,DIGITAL REALTY TRUST INC,7.1566,$178.69,+$1.49,"$1,278.81",+$10.66,+0.84%,+$243.84,+23.56%,0.18%,"$1,034.97",$144.62,Cash
Y39614827,Joint WROS - TOD,UBER,UBER TECHNOLOGIES INC COM,25.6354,$75.95,+$0.53,"$1,947.01",+$13.58,+0.70%,+$239.72,+14.04%,0.28%,"$1,707.29",$66.60,Cash
Y39614827,Joint WROS - TOD,EW,EDWARDS LIFESCIENCES CORP,12.8928,$87.18,+$0.71,"$1,123.99",+$9.15,+0.82%,+$236.05,+26.58%,0.16%,$887.94,$68.87,Cash
Y39614827,Joint WROS - TOD,SBUX,STARBUCKS CORP COM USD0.001,18.9841,$96.76,-$1.26,"$1,836.90",-$23.92,-1.29%,+$234.85,+14.65%,0.26%,"$1,602.05",$84.39,Cash
Y39614827,Joint WROS - TOD,URI,UNITED RENTALS INC,1.3658,$820.58,-$19.42,"$1,120.72",-$26.52,-2.32%,+$233.66,+26.34%,0.16%,$887.06,$649.50,Cash
Y39614827,Joint WROS - TOD,RSG,REPUBLIC SERVICES INC,7.8122,$230.37,+$1.37,"$1,799.69",+$10.70,+0.59%,+$230.16,+14.66%,0.26%,"$1,569.53",$200.91,Cash
Y39614827,Joint WROS - TOD,MKL,MARKEL GROUP INC COM NPV,0.6624,$2080.80,+$8.33,"$1,378.31",+$5.52,+0.40%,+$229.28,+19.95%,0.20%,"$1,149.03",$1734.66,Cash
Y39614827,Joint WROS - TOD,DD,DUPONT DE NEMOURS INC COM,11.8480,$49.64,-$0.20,$588.13,-$2.37,-0.41%,+$228.71,+63.63%,0.08%,$359.42,$30.34,Cash
Y39614827,Joint WROS - TOD,MDB,MONGODB INC CL A,1.8848,$325.01,-$3.46,$612.56,-$6.52,-1.06%,+$228.37,+59.44%,0.09%,$384.19,$203.84,Cash
Y39614827,Joint WROS - TOD,QRVO,QORVO INC,9.3145,$81.92,-$0.98,$763.04,-$9.13,-1.19%,+$227.67,+42.52%,0.11%,$535.37,$57.48,Cash
Y39614827,Joint WROS - TOD,FAST,FASTENAL COM STK USD0.01,27.7796,$46.33,+$0.29,"$1,287.03",+$8.05,+0.62%,+$226.83,+21.39%,0.18%,"$1,060.19",$38.16,Cash
Y39614827,Joint WROS - TOD,ISRG,INTUITIVE SURGICAL INC,3.6329,$496.25,-$7.26,"$1,802.84",-$26.38,-1.45%,+$220.81,+13.95%,0.26%,"$1,582.03",$435.47,Cash
Y39614827,Joint WROS - TOD,IQV,IQVIA HLDGS INC COM,8.0512,$174.27,-$4.54,"$1,403.08",-$36.55,-2.54%,+$220.33,+18.62%,0.20%,"$1,182.74",$146.90,Cash
Y39614827,Joint WROS - TOD,ROST,ROSS STORES INC,4.9714,$202.30,-$3.34,"$1,005.71",-$16.61,-1.63%,+$211.30,+26.59%,0.14%,$794.41,$159.80,Cash
Y39614827,Joint WROS - TOD,NXPI,NXP SEMICONDUCTORS NV,5.1284,$224.76,-$2.25,"$1,152.66",-$11.54,-1.00%,+$208.98,+22.14%,0.17%,$943.68,$184.01,Cash
Y39614827,Joint WROS - TOD,ORLY,OREILLY AUTOMOTIVE INC COM,13.1113,$95.03,+$1.15,"$1,245.97",+$15.08,+1.22%,+$207.88,+20.02%,0.18%,"$1,038.09",$79.18,Cash
Y39614827,Joint WROS - TOD,PG,PROCTER AND GAMBLE CO COM,22.2551,$163.51,-$3.69,"$3,638.93",-$82.12,-2.21%,+$207.61,+6.05%,0.52%,"$3,431.32",$154.18,Cash
Y39614827,Joint WROS - TOD,VRTX,VERTEX PHARMACEUTICALS INC,2.5198,$486.03,-$10.80,"$1,224.71",-$27.22,-2.18%,+$198.90,+19.38%,0.18%,"$1,025.82",$407.10,Cash
Y39614827,Joint WROS - TOD,FTV,FORTIVE CORP COM,19.7763,$58.58,-$0.62,"$1,158.49",-$12.26,-1.05%,+$195.78,+20.33%,0.17%,$962.71,$48.68,Cash
Y39614827,Joint WROS - TOD,DHI,DR HORTON INC COM STK USD0.01,7.0473,$154.40,-$5.99,"$1,088.10",-$42.22,-3.74%,+$195.60,+21.91%,0.16%,$892.50,$126.64,Cash
Y39614827,Joint WROS - TOD,VZ,VERIZON COMMUNICATIONS INC,18.9295,$49.98,-$0.16,$946.09,-$3.03,-0.32%,+$192.70,+25.57%,0.14%,$753.39,$39.80,Cash
Y39614827,Joint WROS - TOD,LYB,LYONDELLBASELL INDUSTRIES N V COM EUR0.04 CLASS A,12.5650,$57.88,+$1.05,$727.26,+$13.19,+1.84%,+$184.45,+33.98%,0.10%,$542.81,$43.20,Cash
Y39614827,Joint WROS - TOD,CLX,CLOROX CO COM USD1.00,7.0473,$126.81,-$0.35,$893.67,-$2.47,-0.28%,+$184.08,+25.94%,0.13%,$709.59,$100.69,Cash
Y39614827,Joint WROS - TOD,KR,KROGER CO COM USD1.00,21.2649,$69.05,+$0.81,"$1,468.34",+$17.22,+1.18%,+$179.47,+13.92%,0.21%,"$1,288.86",$60.61,Cash
Y39614827,Joint WROS - TOD,CHD,CHURCH &DWIGHT CO INC COM,8.5019,$103.95,-$0.91,$883.77,-$7.74,-0.87%,+$178.19,+25.25%,0.13%,$705.57,$82.99,Cash
Y39614827,Joint WROS - TOD,TGT,TARGET CORP,8.0239,$113.17,-$0.62,$908.06,-$4.98,-0.55%,+$177.92,+24.36%,0.13%,$730.13,$90.99,Cash
Y39614827,Joint WROS - TOD,TMUS,T-MOBILE US INC COM,5.8455,$216.11,-$0.98,"$1,263.26",-$5.73,-0.46%,+$176.42,+16.23%,0.18%,"$1,086.85",$185.93,Cash
Y39614827,Joint WROS - TOD,XYZ,BLOCK INC CL A,14.8185,$64.45,+$0.75,$955.05,+$11.11,+1.17%,+$167.70,+21.30%,0.14%,$787.35,$53.13,Cash
Y39614827,Joint WROS - TOD,MAR,MARRIOTT INTERNATIONAL INC COM USD0.01 CLASS A,3.5100,$330.47,-$11.26,"$1,159.95",-$39.53,-3.30%,+$160.83,+16.09%,0.17%,$999.12,$284.65,Cash
Y39614827,Joint WROS - TOD,WM,WASTE MANAGEMENT INC,4.6641,$243.07,+$2.23,"$1,133.69",+$10.40,+0.92%,+$154.29,+15.75%,0.16%,$979.40,$209.99,Cash
Y39614827,Joint WROS - TOD,EL,ESTEE LAUDER COMPANIES INC COM USD0.01 CLASS A,4.9031,$100.19,-$9.28,$491.24,-$45.51,-8.48%,+$153.42,+45.41%,0.07%,$337.81,$68.90,Cash
Y39614827,Joint WROS - TOD,RJF,RAYMOND JAMES FINL INC COM,7.0815,$154.42,+$1.34,"$1,093.52",+$9.49,+0.87%,+$152.39,+16.19%,0.16%,$941.13,$132.90,Cash
Y39614827,Joint WROS - TOD,CVNA,CARVANA CO CL A,1.9257,$323.11,-$11.05,$622.22,-$21.29,-3.31%,+$138.21,+28.55%,0.09%,$484.01,$251.34,Cash
Y39614827,Joint WROS - TOD,RBLX,ROBLOX CORP CL A,11.5134,$67.44,-$1.22,$776.46,-$14.05,-1.78%,+$132.86,+20.64%,0.11%,$643.60,$55.90,Cash
Y39614827,Joint WROS - TOD,WBD,WARNER BROS DISCOVERY INC COM SER A,25.1027,$28.50,+$0.33,$715.43,+$8.28,+1.17%,+$131.28,+22.47%,0.10%,$584.14,$23.27,Cash
Y39614827,Joint WROS - TOD,CNC,CENTENE CORP,15.1463,$44.60,-$0.28,$675.52,-$4.25,-0.63%,+$129.13,+23.63%,0.10%,$546.39,$36.07,Cash
Y39614827,Joint WROS - TOD,CARR,CARRIER GLOBAL CORPORATION COM,10.1271,$63.84,-$0.56,$646.51,-$5.67,-0.87%,+$115.75,+21.80%,0.09%,$530.76,$52.41,Cash
Y39614827,Joint WROS - TOD,LMT,LOCKHEED MARTIN CORP COM USD1.00,1.2155,$676.70,+$22.07,$822.54,+$26.82,+3.37%,+$115.29,+16.30%,0.12%,$707.25,$581.85,Cash
Y39614827,Joint WROS - TOD,SYK,STRYKER CORPORATION COM,5.3401,$387.02,-$0.44,"$2,066.73",-$2.36,-0.12%,+$114.87,+5.88%,0.30%,"$1,951.87",$365.51,Cash
Y39614827,Joint WROS - TOD,VRSK,VERISK ANALYTICS INC COM,3.7763,$214.79,+$7.22,$811.11,+$27.26,+3.47%,+$113.47,+16.26%,0.12%,$697.64,$184.74,Cash
Y39614827,Joint WROS - TOD,INTU,INTUIT INC,4.0836,$419.06,+$10.03,"$1,711.28",+$40.95,+2.45%,+$111.04,+6.93%,0.25%,"$1,600.24",$391.87,Cash
Y39614827,Joint WROS - TOD,WY,WEYERHAEUSER CO MTN BE COM NEW,34.3216,$24.62,+$0.09,$845.00,+$3.09,+0.36%,+$109.49,+14.88%,0.12%,$735.51,$21.43,Cash
Y39614827,Joint WROS - TOD,SO,SOUTHERN CO,9.8608,$97.23,-$0.15,$958.77,-$1.48,-0.16%,+$102.30,+11.94%,0.14%,$856.46,$86.86,Cash
Y39614827,Joint WROS - TOD,ACGL,ARCH CAPITAL GROUP COM STK USD0.01,9.9496,$101.06,+$0.91,"$1,005.50",+$9.05,+0.90%,+$101.88,+11.27%,0.14%,$903.62,$90.82,Cash
Y39614827,Joint WROS - TOD,ABNB,AIRBNB INC COM CL A,7.4093,$133.26,-$1.85,$987.36,-$13.71,-1.37%,+$100.38,+11.31%,0.14%,$886.97,$119.71,Cash
Y39614827,Joint WROS - TOD,PGR,PROGRESSIVE CORP COM,8.6521,$213.41,-$0.25,"$1,846.44",-$2.16,-0.12%,+$100.16,+5.73%,0.26%,"$1,746.29",$201.83,Cash
Y39614827,Joint WROS - TOD,CTAS,CINTAS CORP,6.1118,$201.60,+$0.47,"$1,232.14",+$2.87,+0.23%,+$99.82,+8.81%,0.18%,"$1,132.32",$185.27,Cash
Y39614827,Joint WROS - TOD,DASH,DOORDASH INC CL A,6.0094,$176.41,-$0.06,"$1,060.11",-$0.36,-0.04%,+$97.98,+10.18%,0.15%,$962.13,$160.10,Cash
Y39614827,Joint WROS - TOD,PTC,PTC INC,7.2590,$158.12,+$1.53,"$1,147.79",+$11.10,+0.97%,+$97.80,+9.31%,0.16%,"$1,049.99",$144.65,Cash
Y39614827,Joint WROS - TOD,SHW,SHERWIN-WILLIAMS CO,3.0252,$356.10,-$5.69,"$1,077.26",-$17.22,-1.58%,+$97.11,+9.90%,0.15%,$980.15,$324.00,Cash
Y39614827,Joint WROS - TOD,TROW,PRICE T ROWE GROUPS COM USD0.20,11.4110,$94.92,+$0.29,"$1,083.13",+$3.31,+0.30%,+$97.11,+9.84%,0.16%,$986.02,$86.41,Cash
Y39614827,Joint WROS - TOD,NOW,SERVICENOW INC COM USD0.001,21.0259,$109.42,+$1.41,"$2,300.66",+$29.64,+1.30%,+$92.05,+4.16%,0.33%,"$2,208.60",$105.04,Cash
Y39614827,Joint WROS - TOD,KVUE,KENVUE INC COM,36.7595,$18.89,-$0.23,$694.38,-$8.46,-1.21%,+$90.06,+14.90%,0.10%,$604.32,$16.44,Cash
Y39614827,Joint WROS - TOD,SNPS,SYNOPSYS INC,2.0623,$424.66,+$10.66,$875.78,+$21.98,+2.57%,+$89.24,+11.34%,0.13%,$786.54,$381.39,Cash
Y39614827,Joint WROS - TOD,ALL,ALLSTATE CORP COM USD0.01,4.1246,$212.76,-$0.68,$877.55,-$2.81,-0.32%,+$87.96,+11.14%,0.13%,$789.59,$191.43,Cash
Y39614827,Joint WROS - TOD,DDOG,DATADOG INC CL A COM,6.8220,$111.11,-$0.85,$757.99,-$5.80,-0.76%,+$87.31,+13.01%,0.11%,$670.67,$98.31,Cash
Y39614827,Joint WROS - TOD,AXP,AMERICAN EXPRESS CO COM USD0.20,4.5412,$307.43,-$1.47,"$1,396.08",-$6.68,-0.48%,+$85.65,+6.53%,0.20%,"$1,310.44",$288.57,Cash
Y39614827,Joint WROS - TOD,AMT,AMERICAN TOWER CORP NEW COM,5.1148,$190.20,-$1.66,$972.83,-$8.50,-0.87%,+$85.41,+9.62%,0.14%,$887.41,$173.50,Cash
Y39614827,Joint WROS - TOD,MA,MASTERCARD INCORPORATED CL A,11.5475,$521.00,+$3.79,"$6,016.26",+$43.76,+0.73%,+$83.63,+1.40%,0.86%,"$5,932.63",$513.76,Cash
Y39614827,Joint WROS - TOD,KDP,KEURIG DR PEPPER INC COM,27.8684,$29.97,-$0.31,$835.21,-$8.65,-1.03%,+$79.97,+10.58%,0.12%,$755.25,$27.10,Cash
Y39614827,Joint WROS - TOD,NKE,NIKE INC CLASS B COM NPV,18.7861,$61.01,-$0.76,"$1,146.14",-$14.28,-1.24%,+$79.83,+7.48%,0.16%,"$1,066.31",$56.76,Cash
Y39614827,Joint WROS - TOD,OMC,OMNICOM GROUP INC COM USD0.15,7.7097,$85.36,+$0.07,$658.10,+$0.54,+0.08%,+$79.11,+13.66%,0.09%,$578.99,$75.10,Cash
Y39614827,Joint WROS - TOD,DIS,DISNEY WALT CO COM,14.3678,$104.33,-$1.71,"$1,498.99",-$24.57,-1.62%,+$70.28,+4.91%,0.21%,"$1,428.71",$99.44,Cash
Y39614827,Joint WROS - TOD,HD,HOME DEPOT INC,11.6704,$370.81,-$9.91,"$4,327.52",-$115.66,-2.61%,+$68.91,+1.61%,0.62%,"$4,258.61",$364.91,Cash
Y39614827,Joint WROS - TOD,EQIX,EQUINIX INC COM,1.0448,$966.10,-$8.16,"$1,009.39",-$8.53,-0.84%,+$53.87,+5.63%,0.14%,$955.52,$914.54,Cash
Y39614827,Joint WROS - TOD,MDLZ,MONDELEZ INTL INC COM NPV,16.7579,$60.44,-$1.14,"$1,012.84",-$19.11,-1.86%,+$53.69,+5.59%,0.15%,$959.15,$57.24,Cash
Y39614827,Joint WROS - TOD,PYPL,PAYPAL HLDGS INC COM,16.6487,$45.63,-$0.58,$759.67,-$9.66,-1.26%,+$50.15,+7.06%,0.11%,$709.52,$42.62,Cash
Y39614827,Joint WROS - TOD,LULU,LULULEMON ATHLETICA INC COM USD0.005,4.2134,$176.17,-$9.00,$742.27,-$37.92,-4.87%,+$47.69,+6.86%,0.11%,$694.57,$164.85,Cash
Y39614827,Joint WROS - TOD,TTWO,TAKE-TWO INTERACTIVE SOFTWARE INC,4.1861,$213.88,+$2.40,$895.31,+$10.05,+1.13%,+$46.07,+5.42%,0.13%,$849.24,$202.87,Cash
Y39614827,Joint WROS - TOD,ICE,INTERCONTINENTAL EXCHANGE INC COM USD0.01,4.5070,$164.78,+$0.65,$742.66,+$2.93,+0.39%,+$42.86,+6.12%,0.11%,$699.80,$155.27,Cash
Y39614827,Joint WROS - TOD,ARE,ALEXANDRIA REAL ESTATE EQUITIES COM USD0.01,9.6423,$52.63,-$1.41,$507.47,-$13.60,-2.61%,+$40.21,+8.60%,0.07%,$467.26,$48.46,Cash
Y39614827,Joint WROS - TOD,EFX,EQUIFAX INC COM USD1.25,3.5578,$208.03,-$0.93,$740.13,-$3.31,-0.45%,+$39.15,+5.58%,0.11%,$700.98,$197.02,Cash
Y39614827,Joint WROS - TOD,MRSH,MARSH COMMON STOCK,7.2112,$186.43,-$0.31,"$1,344.39",-$2.24,-0.17%,+$38.11,+2.91%,0.19%,"$1,306.28",$181.14,Cash
Y39614827,Joint WROS - TOD,FTNT,FORTINET INC COM USD0.001,15.0644,$79.18,+$0.15,"$1,192.80",+$2.25,+0.18%,+$37.83,+3.27%,0.17%,"$1,154.96",$76.67,Cash
Y39614827,Joint WROS - TOD,ROP,ROPER TECHNOLOGIES INC,2.0964,$353.93,+$4.20,$741.99,+$8.80,+1.20%,+$34.53,+4.88%,0.11%,$707.47,$337.46,Cash
Y39614827,Joint WROS - TOD,CRM,SALESFORCE INC COM,14.0605,$192.95,-$1.84,"$2,712.98",-$25.87,-0.95%,+$29.99,+1.11%,0.39%,"$2,682.99",$190.82,Cash
Y39614827,Joint WROS - TOD,AON,AON PLC SHS CL A COM USD0.01,2.1442,$337.80,+$2.33,$724.33,+$4.99,+0.69%,+$26.22,+3.75%,0.10%,$698.11,$325.57,Cash
Y39614827,Joint WROS - TOD,NVR,NVR INC COM USD0.01,0.1297,$7415.75,-$102.04,$962.17,-$13.24,-1.36%,+$24.85,+2.65%,0.14%,$937.32,$7224.21,Cash
Y39614827,Joint WROS - TOD,ZM,ZOOM COMMUNICATIONS INC CLASS A COMMON,8.7136,$72.72,-$1.22,$633.65,-$10.63,-1.65%,+$23.87,+3.91%,0.09%,$609.77,$69.98,Cash
Y39614827,Joint WROS - TOD,MCO,MOODYS CORP COM USD0.01,1.5501,$466.10,-$10.46,$722.52,-$16.22,-2.20%,+$22.27,+3.18%,0.10%,$700.25,$451.73,Cash
Y39614827,Joint WROS - TOD,CI,THE CIGNA GROUP COM,2.6564,$290.85,+$1.03,$772.61,+$2.73,+0.35%,+$21.37,+2.84%,0.11%,$751.24,$282.80,Cash
Y39614827,Joint WROS - TOD,ADBE,ADOBE INC COM,6.3849,$260.88,-$1.53,"$1,665.70",-$9.77,-0.59%,+$20.90,+1.27%,0.24%,"$1,644.80",$257.61,Cash
Y39614827,Joint WROS - TOD,TRU,TRANSUNION COM,9.1301,$78.31,-$0.24,$714.98,-$2.19,-0.31%,+$14.61,+2.08%,0.10%,$700.37,$76.71,Cash
Y39614827,Joint WROS - TOD,IRM,IRON MTN INC DEL COM,6.4259,$110.33,+$2.00,$708.97,+$12.85,+1.84%,+$14.01,+2.01%,0.10%,$694.96,$108.15,Cash
Y39614827,Joint WROS - TOD,FICO,FAIR ISAAC CORP,0.5122,$1407.54,-$1.82,$720.88,-$0.94,-0.13%,+$13.60,+1.92%,0.10%,$707.29,$1380.99,Cash
Y39614827,Joint WROS - TOD,DXCM,DEXCOM INC,9.6150,$73.78,+$0.35,$709.39,+$3.36,+0.47%,+$12.02,+1.72%,0.10%,$697.37,$72.53,Cash
Y39614827,Joint WROS - TOD,AMP,AMERIPRISE FINANCIAL INC COM USD0.01,1.4682,$475.33,+$5.21,$697.87,+$7.65,+1.10%,+$10.58,+1.54%,0.10%,$687.29,$468.12,Cash
Y39614827,Joint WROS - TOD,DOCU,DOCUSIGN INC COM,15.7473,$46.16,+$1.09,$726.89,+$17.16,+2.41%,+$8.90,+1.24%,0.10%,$717.98,$45.59,Cash
Y39614827,Joint WROS - TOD,AVB,AVALONBAY COMMUNITIES INC COM USD0.01,4.6641,$179.01,+$1.78,$834.91,+$8.30,+1.00%,+$5.63,+0.68%,0.12%,$829.28,$177.80,Cash
Y39614827,Joint WROS - TOD,QCOM,QUALCOMM INC,1.8916,$141.03,-$1.33,$266.77,-$2.52,-0.94%,+$5.05,+1.93%,0.04%,$261.71,$138.36,Cash
Y39614827,Joint WROS - TOD,ELV,ELEVANCE HEALTH INC COM,5.1967,$294.07,-$25.93,"$1,528.20",-$134.75,-8.11%,+$3.45,+0.22%,0.22%,"$1,524.75",$293.41,Cash
Y39614827,Joint WROS - TOD,FISV,FISERV INC COM STK USD0.01,13.3845,$61.85,-$0.44,$827.83,-$5.89,-0.71%,-$1.62,-0.20%,0.12%,$829.45,$61.97,Cash
Y39614827,Joint WROS - TOD,CHTR,CHARTER COMMUNICATIONS INC NEW CL A,3.0047,$232.80,-$1.83,$699.49,-$5.50,-0.78%,-$2.19,-0.32%,0.10%,$701.68,$233.53,Cash
Y39614827,Joint WROS - TOD,PRU,PRUDENTIAL FINANCIAL INC,11.0968,$99.95,+$1.57,"$1,109.12",+$17.42,+1.59%,-$7.28,-0.66%,0.16%,"$1,116.40",$100.61,Cash
Y39614827,Joint WROS - TOD,UNH,UNITEDHEALTH GROUP INC,2.0760,$294.93,+$1.66,$612.26,+$3.44,+0.56%,-$15.75,-2.51%,0.09%,$628.01,$302.51,Cash
Y39614827,Joint WROS - TOD,DHR,DANAHER CORPORATION COM,6.8630,$206.00,-$4.64,"$1,413.77",-$31.85,-2.21%,-$17.23,-1.21%,0.20%,"$1,431.00",$208.51,Cash
Y39614827,Joint WROS - TOD,ABT,ABBOTT LABORATORIES,16.8672,$114.12,-$2.23,"$1,924.88",-$37.62,-1.92%,-$18.64,-0.96%,0.28%,"$1,943.52",$115.23,Cash
Y39614827,Joint WROS - TOD,CMG,CHIPOTLE MEXICAN GRILL INC,22.0298,$36.69,-$0.53,$808.27,-$11.68,-1.43%,-$24.52,-2.95%,0.12%,$832.78,$37.80,Cash
Y39614827,Joint WROS - TOD,TTD,THE TRADE DESK INC COM CL A,27.5270,$24.32,+$0.50,$669.45,+$13.76,+2.09%,-$45.98,-6.43%,0.10%,$715.43,$25.99,Cash
Y39614827,Joint WROS - TOD,GEHC,GE HEALTHCARE TECHNOLOGIES INC COMMON STOCK,8.3721,$80.16,-$4.11,$671.11,-$34.41,-4.88%,-$46.34,-6.46%,0.10%,$717.45,$85.69,Cash
Y39614827,Joint WROS - TOD,TEAM,ATLASSIAN CORPORATION CL A,8.6589,$73.80,-$1.33,$639.03,-$11.52,-1.78%,-$56.19,-8.09%,0.09%,$695.21,$80.29,Cash
Y39614827,Joint WROS - TOD,FLUT,FLUTTER ENTERTAINMENT PLC ORD EUR0.09 (DI),5.6884,$106.08,-$0.06,$603.42,-$0.34,-0.06%,-$99.38,-14.14%,0.09%,$702.80,$123.55,Cash
Y39614827,Joint WROS - TOD,BX,BLACKSTONE INC,15.0849,$115.33,+$1.96,"$1,739.73",+$29.56,+1.72%,-$196.12,-10.14%,0.25%,"$1,935.85",$128.33,Cash
Y39614827,Joint WROS - TOD,ORCL,ORACLE CORP,17.3998,$149.25,+$3.85,"$2,596.92",+$66.98,+2.64%,-$196.34,-7.03%,0.37%,"$2,793.27",$160.53,Cash
X72956143,Individual - TOD,SPAXX**,HELD IN MONEY MARKET,,,,$199.69,,,,,0.05%,,,Cash
X72956143,Individual - TOD,FSPTX,FIDELITY SELECT TECHNOLOGY,4830.4121,$40.88,-$0.90,"$197,467.25",$0.00,0.00%,"+$33,089.33",+20.13%,51.70%,"$164,377.91",$34.03,Cash
X72956143,Individual - TOD,NVDA,NVIDIA CORPORATION COM,241.6534,$182.48,+$5.29,"$44,096.91","+$1,278.34",+2.98%,"+$18,724.67",+73.79%,11.55%,"$25,372.25",$104.99,Cash
