Account Number,Account Name,Symbol,Description,Quantity,Last Price,Last Price Change,Current Value,Today's Gain/Loss Dollar,Today's Gain/Loss Percent,Total Gain/Loss Dollar,Total Gain/Loss Percent,Percent Of Account,Cost Basis Total,Average Cost Basis,Type
Y39614827,Joint WROS - TOD,IBM,INTERNATIONAL BUS MACH CORP COM USD0.20,3.4605,$239.37,-$0.84,$828.34,-$2.91,-0.35%,+$74.70,+9.91%,0.48%,$753.64,$217.78,Cash
Y39614827,Joint WROS - TOD,SNOW,SNOWFLAKE INC. COMMON STOCK,1.7004,$170.33,+$1.92,$289.62,+$3.26,+1.14%,+$73.36,+33.91%,0.17%,$216.27,$127.19,Cash
Y39614827,Joint WROS - TOD,LOW,LOWES COMPANIES INC COM USD0.50,2.2160,$257.17,-$7.40,$569.88,-$16.40,-2.80%,+$72.55,+14.58%,0.33%,$497.33,$224.43,Cash
Y39614827,Joint WROS - TOD,LRCX,LAM RESEARCH CORP COM NEW,1.6321,$231.00,-$2.89,$377.01,-$4.72,-1.24%,+$70.38,+22.95%,0.22%,$306.63,$187.87,Cash
Y39614827,Joint WROS - TOD,F,FORD MTR CO DEL COM,20.5086,$13.39,-$0.70,$274.61,-$14.36,-4.97%,+$70.12,+34.28%,0.16%,$204.49,$9.97,Cash
Y39614827,Joint WROS - TOD,AZO,AUTOZONE INC COM USD0.01,0.0905,$3882.47,+$126.89,$351.29,+$11.48,+3.37%,+$69.73,+24.76%,0.20%,$281.56,$3111.79,Cash
Y39614827,Joint WROS - TOD,TXN,TEXAS INSTRUMENTS INC COM USD1.00,2.1340,$209.82,-$2.29,$447.76,-$4.89,-1.08%,+$69.51,+18.37%,0.26%,$378.24,$177.25,Cash
Y39614827,Joint WROS - TOD,NEE,NEXTERA ENERGY INC COM USD0.01,3.5032,$92.71,-$1.06,$324.78,-$3.71,-1.14%,+$68.53,+26.74%,0.19%,$256.25,$73.15,Cash
Y39614827,Joint WROS - TOD,CDNS,CADENCE DESIGN SYSTEMS INC COM USD0.01,1.3043,$303.36,+$1.96,$395.67,+$2.56,+0.65%,+$68.46,+20.92%,0.23%,$327.22,$250.87,Cash
Y39614827,Joint WROS - TOD,DUK,DUKE ENERGY CORP NEW COM NEW ISIN #US26441C2044 SEDOL #B7JZSK0,3.7832,$131.63,+$0.78,$497.98,+$2.95,+0.59%,+$67.09,+15.57%,0.29%,$430.88,$113.89,Cash
Y39614827,Joint WROS - TOD,TRV,TRAVELERS COMPANIES INC COM STK NPV,1.0260,$310.67,+$2.03,$318.76,+$2.08,+0.65%,+$66.58,+26.40%,0.18%,$252.17,$245.77,Cash
Y39614827,Joint WROS - TOD,BMY,BRISTOL-MYERS SQUIBB CO COM,4.3978,$62.34,-$0.03,$274.15,-$0.13,-0.05%,+$64.99,+31.06%,0.16%,$209.17,$47.56,Cash
Y39614827,Joint WROS - TOD,LNG,CHENIERE ENERGY INC COM USD0.003,1.0431,$248.93,+$13.20,$259.66,+$13.77,+5.59%,+$64.07,+32.75%,0.15%,$195.59,$187.51,Cash
Y39614827,Joint WROS - TOD,UAL,UNITED AIRLS HLDGS INC COM,1.7072,$103.21,-$3.09,$176.20,-$5.28,-2.91%,+$63.85,+56.83%,0.10%,$112.35,$65.81,Cash
Y39614827,Joint WROS - TOD,IFF,INTERNATIONAL FLAVORS &FRAGRANCES COM USD0.125,3.5271,$80.75,-$1.48,$284.81,-$5.22,-1.80%,+$63.66,+28.78%,0.16%,$221.15,$62.70,Cash
Y39614827,Joint WROS - TOD,CL,COLGATE-PALMOLIVE CO COM,3.3359,$97.30,-$1.84,$324.58,-$6.14,-1.86%,+$63.25,+24.20%,0.19%,$261.33,$78.34,Cash
Y39614827,Joint WROS - TOD,PFE,PFIZER INC,19.3955,$27.26,-$0.39,$528.72,-$7.56,-1.42%,+$62.85,+13.49%,0.30%,$465.87,$24.02,Cash
Y39614827,Joint WROS - TOD,CRWD,CROWDSTRIKE HLDGS INC CL A,0.9868,$384.86,+$12.88,$379.77,+$12.71,+3.46%,+$61.21,+19.21%,0.22%,$318.55,$322.83,Cash
Y39614827,Joint WROS - TOD,DLR,DIGITAL REALTY TRUST INC,1.7892,$178.69,+$1.49,$319.70,+$2.66,+0.84%,+$60.96,+23.56%,0.18%,$258.74,$144.62,Cash
Y39614827,Joint WROS - TOD,UBER,UBER TECHNOLOGIES INC COM,6.4088,$75.95,+$0.53,$486.75,+$3.40,+0.70%,+$59.93,+14.04%,0.28%,$426.82,$66.60,Cash
Y39614827,Joint WROS - TOD,EW,EDWARDS LIFESCIENCES CORP,3.2232,$87.18,+$0.71,$281.00,+$2.29,+0.82%,+$59.01,+26.58%,0.16%,$221.98,$68.87,Cash
Y39614827,Joint WROS - TOD,SBUX,STARBUCKS CORP COM USD0.001,4.7460,$96.76,-$1.26,$459.22,-$5.98,-1.29%,+$58.71,+14.65%,0.26%,$400.51,$84.39,Cash
Y39614827,Joint WROS - TOD,URI,UNITED RENTALS INC,0.3414,$820.58,-$19.42,$280.18,-$6.63,-2.32%,+$58.42,+26.34%,0.16%,$221.76,$649.50,Cash
Y39614827,Joint WROS - TOD,RSG,REPUBLIC SERVICES INC,1.9530,$230.37,+$1.37,$449.92,+$2.68,+0.59%,+$57.54,+14.66%,0.26%,$392.38,$200.91,Cash
Y39614827,Joint WROS - TOD,MKL,MARKEL GROUP INC COM NPV,0.1656,$2080.80,+$8.33,$344.58,+$1.38,+0.40%,+$57.32,+19.95%,0.20%,$287.26,$1734.66,Cash
Y39614827,Joint WROS - TOD,DD,DUPONT DE NEMOURS INC COM,2.9620,$49.64,-$0.20,$147.03,-$0.59,-0.41%,+$57.18,+63.63%,0.08%,$89.86,$30.34,Cash
Y39614827,Joint WROS - TOD,MDB,MONGODB INC CL A,0.4712,$325.01,-$3.46,$153.14,-$1.63,-1.06%,+$57.09,+59.44%,0.09%,$96.05,$203.84,Cash
Y39614827,Joint WROS - TOD,QRVO,QORVO INC,2.3286,$81.92,-$0.98,$190.76,-$2.28,-1.19%,+$56.92,+42.52%,0.11%,$133.84,$57.48,Cash
Y39614827,Joint WROS - TOD,FAST,FASTENAL COM STK USD0.01,6.9449,$46.33,+$0.29,$321.76,+$2.01,+0.62%,+$56.71,+21.39%,0.18%,$265.05,$38.16,Cash
Y39614827,Joint WROS - TOD,ISRG,INTUITIVE SURGICAL INC,0.9082,$496.25,-$7.26,$450.71,-$6.59,-1.45%,+$55.20,+13.95%,0.26%,$395.51,$435.47,Cash
Y39614827,Joint WROS - TOD,IQV,IQVIA HLDGS INC COM,2.0128,$174.27,-$4.54,$350.77,-$9.14,-2.54%,+$55.08,+18.62%,0.20%,$295.69,$146.90,Cash
Y39614827,Joint WROS - TOD,ROST,ROSS STORES INC,1.2428,$202.30,-$3.34,$251.43,-$4.15,-1.63%,+$52.82,+26.59%,0.14%,$198.60,$159.80,Cash
Y39614827,Joint WROS - TOD,NXPI,NXP SEMICONDUCTORS NV,1.2821,$224.76,-$2.25,$288.17,-$2.89,-1.00%,+$52.25,+22.14%,0.17%,$235.92,$184.01,Cash
Y39614827,Joint WROS - TOD,ORLY,OREILLY AUTOMOTIVE INC COM,3.2778,$95.03,+$1.15,$311.49,+$3.77,+1.22%,+$51.97,+20.02%,0.18%,$259.52,$79.18,Cash
Y39614827,Joint WROS - TOD,PG,PROCTER AND GAMBLE CO COM,5.5638,$163.51,-$3.69,$909.73,-$20.53,-2.21%,+$51.90,+6.05%,0.52%,$857.83,$154.18,Cash
Y39614827,Joint WROS - TOD,VRTX,VERTEX PHARMACEUTICALS INC,0.6300,$486.03,-$10.80,$306.18,-$6.80,-2.18%,+$49.72,+19.38%,0.18%,$256.45,$407.10,Cash
Y39614827,Joint WROS - TOD,FTV,FORTIVE CORP COM,4.9441,$58.58,-$0.62,$289.62,-$3.07,-1.05%,+$48.95,+20.33%,0.17%,$240.68,$48.68,Cash
Y39614827,Joint WROS - TOD,DHI,DR HORTON INC COM STK USD0.01,1.7618,$154.40,-$5.99,$272.03,-$10.55,-3.74%,+$48.90,+21.91%,0.16%,$223.12,$126.64,Cash
Y39614827,Joint WROS - TOD,VZ,VERIZON COMMUNICATIONS INC,4.7324,$49.98,-$0.16,$236.52,-$0.76,-0.32%,+$48.18,+25.57%,0.14%,$188.35,$39.80,Cash
Y39614827,Joint WROS - TOD,LYB,LYONDELLBASELL INDUSTRIES N V COM EUR0.04 CLASS A,3.1413,$57.88,+$1.05,$181.82,+$3.30,+1.84%,+$46.11,+33.98%,0.10%,$135.70,$43.20,Cash
Y39614827,Joint WROS - TOD,CLX,CLOROX CO COM USD1.00,1.7618,$126.81,-$0.35,$223.42,-$0.62,-0.28%,+$46.02,+25.94%,0.13%,$177.40,$100.69,Cash
Y39614827,Joint WROS - TOD,KR,KROGER CO COM USD1.00,5.3162,$69.05,+$0.81,$367.08,+$4.31,+1.18%,+$44.87,+13.92%,0.21%,$322.22,$60.61,Cash
Y39614827,Joint WROS - TOD,CHD,CHURCH &DWIGHT CO INC COM,2.1255,$103.95,-$0.91,$220.94,-$1.93,-0.87%,+$44.55,+25.25%,0.13%,$176.39,$82.99,Cash
Y39614827,Joint WROS - TOD,TGT,TARGET CORP,2.0060,$113.17,-$0.62,$227.01,-$1.24,-0.55%,+$44.48,+24.36%,0.13%,$182.53,$90.99,Cash
Y39614827,Joint WROS - TOD,TMUS,T-MOBILE US INC COM,1.4614,$216.11,-$0.98,$315.82,-$1.43,-0.46%,+$44.10,+16.23%,0.18%,$271.71,$185.93,Cash
Y39614827,Joint WROS - TOD,XYZ,BLOCK INC CL A,3.7046,$64.45,+$0.75,$238.76,+$2.78,+1.17%,+$41.93,+21.30%,0.14%,$196.84,$53.13,Cash
Y39614827,Joint WROS - TOD,MAR,MARRIOTT INTERNATIONAL INC COM USD0.01 CLASS A,0.8775,$330.47,-$11.26,$289.99,-$9.88,-3.30%,+$40.21,+16.09%,0.17%,$249.78,$284.65,Cash
Y39614827,Joint WROS - TOD,WM,WASTE MANAGEMENT INC,1.1660,$243.07,+$2.23,$283.42,+$2.60,+0.92%,+$38.57,+15.75%,0.16%,$244.85,$209.99,Cash
Y39614827,Joint WROS - TOD,EL,ESTEE LAUDER COMPANIES INC COM USD0.01 CLASS A,1.2258,$100.19,-$9.28,$122.81,-$11.38,-8.48%,+$38.36,+45.41%,0.07%,$84.45,$68.90,Cash
Y39614827,Joint WROS - TOD,RJF,RAYMOND JAMES FINL INC COM,1.7704,$154.42,+$1.34,$273.38,+$2.37,+0.87%,+$38.10,+16.19%,0.16%,$235.28,$132.90,Cash
Y39614827,Joint WROS - TOD,CVNA,CARVANA CO CL A,0.4814,$323.11,-$11.05,$155.56,-$5.32,-3.31%,+$34.55,+28.55%,0.09%,$121.00,$251.34,Cash
Y39614827,Joint WROS - TOD,RBLX,ROBLOX CORP CL A,2.8783,$67.44,-$1.22,$194.11,-$3.51,-1.78%,+$33.22,+20.64%,0.11%,$160.90,$55.90,Cash
Y39614827,Joint WROS - TOD,WBD,WARNER BROS DISCOVERY INC COM SER A,6.2757,$28.50,+$0.33,$178.86,+$2.07,+1.17%,+$32.82,+22.47%,0.10%,$146.04,$23.27,Cash
Y39614827,Joint WROS - TOD,CNC,CENTENE CORP,3.7866,$44.60,-$0.28,$168.88,-$1.06,-0.63%,+$32.28,+23.63%,0.10%,$136.60,$36.07,Cash
Y39614827,Joint WROS - TOD,CARR,CARRIER GLOBAL CORPORATION COM,2.5318,$63.84,-$0.56,$161.63,-$1.42,-0.87%,+$28.94,+21.80%,0.09%,$132.69,$52.41,Cash
Y39614827,Joint WROS - TOD,LMT,LOCKHEED MARTIN CORP COM USD1.00,0.3039,$676.70,+$22.07,$205.64,+$6.71,+3.37%,+$28.82,+16.30%,0.12%,$176.81,$581.85,Cash
Y39614827,Joint WROS - TOD,SYK,STRYKER CORPORATION COM,1.3350,$387.02,-$0.44,$516.68,-$0.59,-0.12%,+$28.72,+5.88%,0.30%,$487.97,$365.51,Cash
Y39614827,Joint WROS - TOD,VRSK,VERISK ANALYTICS INC COM,0.9441,$214.79,+$7.22,$202.78,+$6.82,+3.47%,+$28.37,+16.26%,0.12%,$174.41,$184.74,Cash
Y39614827,Joint WROS - TOD,INTU,INTUIT INC,1.0209,$419.06,+$10.03,$427.82,+$10.24,+2.45%,+$27.76,+6.93%,0.25%,$400.06,$391.87,Cash
Y39614827,Joint WROS - TOD,WY,WEYERHAEUSER CO MTN BE COM NEW,8.5804,$24.62,+$0.09,$211.25,+$0.77,+0.36%,+$27.37,+14.88%,0.12%,$183.88,$21.43,Cash
Y39614827,Joint WROS - TOD,SO,SOUTHERN CO,2.4652,$97.23,-$0.15,$239.69,-$0.37,-0.16%,+$25.58,+11.94%,0.14%,$214.12,$86.86,Cash
Y39614827,Joint WROS - TOD,ACGL,ARCH CAPITAL GROUP COM STK USD0.01,2.4874,$101.06,+$0.91,$251.38,+$2.26,+0.90%,+$25.47,+11.27%,0.14%,$225.91,$90.82,Cash
Y39614827,Joint WROS - TOD,ABNB,AIRBNB INC COM CL A,1.8523,$133.26,-$1.85,$246.84,-$3.43,-1.37%,+$25.10,+11.31%,0.14%,$221.74,$119.71,Cash
Y39614827,Joint WROS - TOD,PGR,PROGRESSIVE CORP COM,2.1630,$213.41,-$0.25,$461.61,-$0.54,-0.12%,+$25.04,+5.73%,0.26%,$436.57,$201.83,Cash
Y39614827,Joint WROS - TOD,CTAS,CINTAS CORP,1.5279,$201.60,+$0.47,$308.03,+$0.72,+0.23%,+$24.95,+8.81%,0.18%,$283.08,$185.27,Cash
Y39614827,Joint WROS - TOD,DASH,DOORDASH INC CL A,1.5023,$176.41,-$0.06,$265.03,-$0.09,-0.04%,+$24.49,+10.18%,0.15%,$240.53,$160.10,Cash
Y39614827,Joint WROS - TOD,PTC,PTC INC,1.8148,$158.12,+$1.53,$286.95,+$2.78,+0.97%,+$24.45,+9.31%,0.16%,$262.50,$144.65,Cash
Y39614827,Joint WROS - TOD,SHW,SHERWIN-WILLIAMS CO,0.7563,$356.10,-$5.69,$269.31,-$4.30,-1.58%,+$24.28,+9.90%,0.15%,$245.04,$324.00,Cash
Y39614827,Joint WROS - TOD,TROW,PRICE T ROWE GROUPS COM USD0.20,2.8527,$94.92,+$0.29,$270.78,+$0.83,+0.30%,+$24.28,+9.84%,0.16%,$246.50,$86.41,Cash
Y39614827,Joint WROS - TOD,NOW,SERVICENOW INC COM USD0.001,5.2565,$109.42,+$1.41,$575.16,+$7.41,+1.30%,+$23.01,+4.16%,0.33%,$552.15,$105.04,Cash
Y39614827,Joint WROS - TOD,KVUE,KENVUE INC COM,9.1899,$18.89,-$0.23,$173.60,-$2.12,-1.21%,+$22.51,+14.90%,0.10%,$151.08,$16.44,Cash
Y39614827,Joint WROS - TOD,SNPS,SYNOPSYS INC,0.5156,$424.66,+$10.66,$218.94,+$5.50,+2.57%,+$22.31,+11.34%,0.13%,$196.63,$381.39,Cash
Y39614827,Joint WROS - TOD,ALL,ALLSTATE CORP COM USD0.01,1.0312,$212.76,-$0.68,$219.39,-$0.70,-0.32%,+$21.99,+11.14%,0.13%,$197.40,$191.43,Cash
Y39614827,Joint WROS - TOD,DDOG,DATADOG INC CL A COM,1.7055,$111.11,-$0.85,$189.50,-$1.45,-0.76%,+$21.83,+13.01%,0.11%,$167.67,$98.31,Cash
Y39614827,Joint WROS - TOD,AXP,AMERICAN EXPRESS CO COM USD0.20,1.1353,$307.43,-$1.47,$349.02,-$1.67,-0.48%,+$21.41,+6.53%,0.20%,$327.61,$288.57,Cash
Y39614827,Joint WROS - TOD,AMT,AMERICAN TOWER CORP NEW COM,1.2787,$190.20,-$1.66,$243.21,-$2.12,-0.87%,+$21.35,+9.62%,0.14%,$221.85,$173.50,Cash
Y39614827,Joint WROS - TOD,MA,MASTERCARD INCORPORATED CL A,2.8869,$521.00,+$3.79,"$1,504.07",+$10.94,+0.73%,+$20.91,+1.40%,0.86%,"$1,483.16",$513.76,Cash
Y39614827,Joint WROS - TOD,KDP,KEURIG DR PEPPER INC COM,6.9671,$29.97,-$0.31,$208.80,-$2.16,-1.03%,+$19.99,+10.58%,0.12%,$188.81,$27.10,Cash
Y39614827,Joint WROS - TOD,NKE,NIKE INC CLASS B COM NPV,4.6965,$61.01,-$0.76,$286.53,-$3.57,-1.24%,+$19.96,+7.48%,0.16%,$266.58,$56.76,Cash
Y39614827,Joint WROS - TOD,OMC,OMNICOM GROUP INC COM USD0.15,1.9274,$85.36,+$0.07,$164.53,+$0.13,+0.08%,+$19.78,+13.66%,0.09%,$144.75,$75.10,Cash
Y39614827,Joint WROS - TOD,DIS,DISNEY WALT CO COM,3.5920,$104.33,-$1.71,$374.75,-$6.14,-1.62%,+$17.57,+4.91%,0.21%,$357.18,$99.44,Cash
Y39614827,Joint WROS - TOD,HD,HOME DEPOT INC,2.9176,$370.81,-$9.91,"$1,081.88",-$28.91,-2.61%,+$17.23,+1.61%,0.62%,"$1,064.65",$364.91,Cash
Y39614827,Joint WROS - TOD,EQIX,EQUINIX INC COM,0.2612,$966.10,-$8.16,$252.35,-$2.13,-0.84%,+$13.47,+5.63%,0.14%,$238.88,$914.54,Cash
Y39614827,Joint WROS - TOD,MDLZ,MONDELEZ INTL INC COM NPV,4.1895,$60.44,-$1.14,$253.21,-$4.78,-1.86%,+$13.42,+5.59%,0.15%,$239.79,$57.24,Cash
Y39614827,Joint WROS - TOD,PYPL,PAYPAL HLDGS INC COM,4.1622,$45.63,-$0.58,$189.92,-$2.42,-1.26%,+$12.54,+7.06%,0.11%,$177.38,$42.62,Cash
Y39614827,Joint WROS - TOD,LULU,LULULEMON ATHLETICA INC COM USD0.005,1.0533,$176.17,-$9.00,$185.57,-$9.48,-4.87%,+$11.92,+6.86%,0.11%,$173.64,$164.85,Cash
Y39614827,Joint WROS - TOD,TTWO,TAKE-TWO INTERACTIVE SOFTWARE INC,1.0465,$213.88,+$2.40,$223.83,+$2.51,+1.13%,+$11.52,+5.42%,0.13%,$212.31,$202.87,Cash
Y39614827,Joint WROS - TOD,ICE,INTERCONTINENTAL EXCHANGE INC COM USD0.01,1.1268,$164.78,+$0.65,$185.67,+$0.73,+0.39%,+$10.71,+6.12%,0.11%,$174.95,$155.27,Cash
Y39614827,Joint WROS - TOD,ARE,ALEXANDRIA REAL ESTATE EQUITIES COM USD0.01,2.4106,$52.63,-$1.41,$126.87,-$3.40,-2.61%,+$10.05,+8.60%,0.07%,$116.82,$48.46,Cash
Y39614827,Joint WROS - TOD,EFX,EQUIFAX INC COM USD1.25,0.8895,$208.03,-$0.93,$185.03,-$0.83,-0.45%,+$9.79,+5.58%,0.11%,$175.24,$197.02,Cash
Y39614827,Joint WROS - TOD,MRSH,MARSH COMMON STOCK,1.8028,$186.43,-$0.31,$336.10,-$0.56,-0.17%,+$9.53,+2.91%,0.19%,$326.57,$181.14,Cash
Y39614827,Joint WROS - TOD,FTNT,FORTINET INC COM USD0.001,3.7661,$79.18,+$0.15,$298.20,+$0.56,+0.18%,+$9.46,+3.27%,0.17%,$288.74,$76.67,Cash
Y39614827,Joint WROS - TOD,ROP,ROPER TECHNOLOGIES INC,0.5241,$353.93,+$4.20,$185.50,+$2.20,+1.20%,+$8.63,+4.88%,0.11%,$176.87,$337.46,Cash
Y39614827,Joint WROS - TOD,CRM,SALESFORCE INC COM,3.5151,$192.95,-$1.84,$678.25,-$6.47,-0.95%,+$7.50,+1.11%,0.39%,$670.75,$190.82,Cash
Y39614827,Joint WROS - TOD,AON,AON PLC SHS CL A COM USD0.01,0.5361,$337.80,+$2.33,$181.08,+$1.25,+0.69%,+$6.55,+3.75%,0.10%,$174.53,$325.57,Cash
Y39614827,Joint WROS - TOD,NVR,NVR INC COM USD0.01,0.0324,$7415.75,-$102.04,$240.54,-$3.31,-1.36%,+$6.21,+2.65%,0.14%,$234.33,$7224.21,Cash
Y39614827,Joint WROS - TOD,ZM,ZOOM COMMUNICATIONS INC CLASS A COMMON,2.1784,$72.72,-$1.22,$158.41,-$2.66,-1.65%,+$5.97,+3.91%,0.09%,$152.44,$69.98,Cash
Y39614827,Joint WROS - TOD,MCO,MOODYS CORP COM USD0.01,0.3875,$466.10,-$10.46,$180.63,-$4.05,-2.20%,+$5.57,+3.18%,0.10%,$175.06,$451.73,Cash
Y39614827,Joint WROS - TOD,CI,THE CIGNA GROUP COM,0.6641,$290.85,+$1.03,$193.15,+$0.68,+0.35%,+$5.34,+2.84%,0.11%,$187.81,$282.80,Cash
Y39614827,Joint WROS - TOD,ADBE,ADOBE INC COM,1.5962,$260.88,-$1.53,$416.42,-$2.44,-0.59%,+$5.23,+1.27%,0.24%,$411.20,$257.61,Cash
Y39614827,Joint WROS - TOD,TRU,TRANSUNION COM,2.2825,$78.31,-$0.24,$178.74,-$0.55,-0.31%,+$3.65,+2.08%,0.10%,$175.09,$76.71,Cash
Y39614827,Joint WROS - TOD,IRM,IRON MTN INC DEL COM,1.6065,$110.33,+$2.00,$177.24,+$3.21,+1.84%,+$3.50,+2.01%,0.10%,$173.74,$108.15,Cash
Y39614827,Joint WROS - TOD,FICO,FAIR ISAAC CORP,0.1280,$1407.54,-$1.82,$180.22,-$0.23,-0.13%,+$3.40,+1.92%,0.10%,$176.82,$1380.99,Cash
Y39614827,Joint WROS - TOD,DXCM,DEXCOM INC,2.4037,$73.78,+$0.35,$177.35,+$0.84,+0.47%,+$3.00,+1.72%,0.10%,$174.34,$72.53,Cash
Y39614827,Joint WROS - TOD,AMP,AMERIPRISE FINANCIAL INC COM USD0.01,0.3670,$475.33,+$5.21,$174.47,+$1.91,+1.10%,+$2.64,+1.54%,0.10%,$171.82,$468.12,Cash
Y39614827,Joint WROS - TOD,DOCU,DOCUSIGN INC COM,3.9368,$46.16,+$1.09,$181.72,+$4.29,+2.41%,+$2.23,+1.24%,0.10%,$179.50,$45.59,Cash
Y39614827,Joint WROS - TOD,AVB,AVALONBAY COMMUNITIES INC COM USD0.01,1.1660,$179.01,+$1.78,$208.73,+$2.07,+1.00%,+$1.41,+0.68%,0.12%,$207.32,$177.80,Cash
Y39614827,Joint WROS - TOD,QCOM,QUALCOMM INC,0.4729,$141.03,-$1.33,$66.69,-$0.63,-0.94%,+$1.26,+1.93%,0.04%,$65.43,$138.36,Cash
Y39614827,Joint WROS - TOD,ELV,ELEVANCE HEALTH INC COM,1.2992,$294.07,-$25.93,$382.05,-$33.69,-8.11%,+$0.86,+0.22%,0.22%,$381.19,$293.41,Cash
Y39614827,Joint WROS - TOD,FISV,FISERV INC COM STK USD0.01,3.3461,$61.85,-$0.44,$206.96,-$1.47,-0.71%,-$0.40,-0.20%,0.12%,$207.36,$61.97,Cash
Y39614827,Joint WROS - TOD,CHTR,CHARTER COMMUNICATIONS INC NEW CL A,0.7512,$232.80,-$1.83,$174.87,-$1.38,-0.78%,-$0.55,-0.32%,0.10%,$175.42,$233.53,Cash
Y39614827,Joint WROS - TOD,PRU,PRUDENTIAL FINANCIAL INC,2.7742,$99.95,+$1.57,$277.28,+$4.36,+1.59%,-$1.82,-0.66%,0.16%,$279.10,$100.61,Cash
Y39614827,Joint WROS - TOD,UNH,UNITEDHEALTH GROUP INC,0.5190,$294.93,+$1.66,$153.06,+$0.86,+0.56%,-$3.94,-2.51%,0.09%,$157.00,$302.51,Cash
Y39614827,Joint WROS - TOD,DHR,DANAHER CORPORATION COM,1.7157,$206.00,-$4.64,$353.44,-$7.96,-2.21%,-$4.31,-1.21%,0.20%,$357.75,$208.51,Cash
Y39614827,Joint WROS - TOD,ABT,ABBOTT LABORATORIES,4.2168,$114.12,-$2.23,$481.22,-$9.40,-1.92%,-$4.66,-0.96%,0.28%,$485.88,$115.23,Cash
Y39614827,Joint WROS - TOD,CMG,CHIPOTLE MEXICAN GRILL INC,5.5074,$36.69,-$0.53,$202.07,-$2.92,-1.43%,-$6.13,-2.95%,0.12%,$208.20,$37.80,Cash
Y39614827,Joint WROS - TOD,TTD,THE TRADE DESK INC COM CL A,6.8817,$24.32,+$0.50,$167.36,+$3.44,+2.09%,-$11.49,-6.43%,0.10%,$178.86,$25.99,Cash
Y39614827,Joint WROS - TOD,GEHC,GE HEALTHCARE TECHNOLOGIES INC COMMON STOCK,2.0930,$80.16,-$4.11,$167.78,-$8.60,-4.88%,-$11.59,-6.46%,0.10%,$179.36,$85.69,Cash
Y39614827,Joint WROS - TOD,TEAM,ATLASSIAN CORPORATION CL A,2.1647,$73.80,-$1.33,$159.76,-$2.88,-1.78%,-$14.05,-8.09%,0.09%,$173.80,$80.29,Cash
Y39614827,Joint WROS - TOD,FLUT,FLUTTER ENTERTAINMENT PLC ORD EUR0.09 (DI),1.4221,$106.08,-$0.06,$150.86,-$0.09,-0.06%,-$24.84,-14.14%,0.09%,$175.70,$123.55,Cash
Y39614827,Joint WROS - TOD,BX,BLACKSTONE INC,3.7712,$115.33,+$1.96,$434.93,+$7.39,+1.72%,-$49.03,-10.14%,0.25%,$483.96,$128.33,Cash
Y39614827,Joint WROS - TOD,ORCL,ORACLE CORP,4.3500,$149.25,+$3.85,$649.23,+$16.75,+2.64%,-$49.09,-7.03%,0.37%,$698.32,$160.53,Cash
X72956143,Individual - TOD,SPAXX**,HELD IN MONEY MARKET,,,,$49.92,,,,,0.05%,,,Cash
X72956143,Individual - TOD,FSPTX,FIDELITY SELECT TECHNOLOGY,1207.6030,$40.88,-$0.90,"$49,366.81",$0.00,0.00%,"+$8,272.33",+20.13%,51.70%,"$41,094.48",$34.03,Cash
X72956143,Individual - TOD,NVDA,NVIDIA CORPORATION COM,60.4134,$182.48,+$5.29,"$11,024.23",+$319.59,+2.98%,"+$4,681.17",+73.79%,11.55%,"$6,343.06",$104.99,Cash
X72956143,Individual - TOD,AMD,ADVANCED MICRO DEVICES INC,34.8270,$198.62,-$1.59,"$6,917.33",-$55.37,-0.80%,"+$2,402.25",+53.20%,7.25%,"$4,515.08",$129.64,Cash
X72956143,Individual - TOD,AAPL,APPLE INC,10.5847,$264.72,+$0.54,"$2,801.97",+$5.72,+0.20%,"+$1,104.20",+65.03%,2.93%,"$1,697.78",$160.40,Cash
X72956143,Individual - TOD,TQQQ,PROSHARES ULTRAPRO QQQ,48.8260,$49.70,+$0.18,"$2,426.65",+$8.79,+0.36%,"+$1,037.43",+74.67%,2.54%,"$1,389.22",$28.45,Cash
X72956143,Individual - TOD,CWBHF,CHARLOTTES WEB HOLDINGS INC COM NPV,9.2189,$0.69,-$0.0359,$6.36,-$0.33,-4.95%,-$53.93,-89.45%,0.01%,$60.29,$6.54,Cash
X72956143,Individual - TOD,FZDXX,FIDELITY MMKT PREMIUM CLASS,22884.7497,$1.00,$0.00,"$22,884.75",--,--,--,--,23.97%,--,--,Cash
738294156,Rollover IRA,SPAXX**,HELD IN MONEY MARKET,,,,$0.08,,,,,0.00%,,,Cash
738294156,Rollover IRA,FXNAX,FIDELITY U.S. BOND INDEX FUND,6383.6885,$10.69,+$0.02,"$68,241.63",$0.00,0.00%,+$361.15,+0.53%,99.45%,"$67,880.48",$10.63,Cash
738294156,Rollover IRA,LCID,LUCID GROUP INC COM NEW,37.3878,$10.03,+$0.03,$375.00,+$1.12,+0.30%,"-$14,681.25",-97.51%,0.55%,"$15,056.25",$402.71,Cash
961437285,Health Savings Account,FDRXX**,HELD IN MONEY MARKET,,,,$22.67,,,,,0.08%,,,Cash
961437285,Health Savings Account,FXAIX,FIDELITY 500 INDEX FUND,118.4952,$239.33,-$1.02,"$28,359.45",$0.00,0.00%,"+$9,588.67",+51.08%,99.92%,"$18,770.78",$158.41,Cash
62917,EMPLOYER DCP,VFWSX,VANG FTSE AW IDX IS,942.6126,$161.25,-$0.05,"$151,996.29",$0.00,0.00%,"+$1,046.31",+0.69%,100.00%,"$150,949.97",$160.14,
